0 29424.3
1 28870.1
2 28522.0
3 28274.2
4 28249.2
5 28476.1
6 28141.0
7 28152.9
8 28980.4
9 27424.7
10 27194.8
11 26087.5
12 21836.1
13 20479.7
14 18927.2
15 17782.0
16 16055.9
17 14995.5
18 14467.3
19 14122.2
20 13441.4
21 13157.5
22 12900.9
23 12486.7
24 12316.2
25 12178.5
26 11916.8
27 11696.8
28 11701.7
29 11510.7
30 11355.4
31 11284.8
32 11223.2
33 11113.9
34 11034.9
35 10989.5
36 10926.2
37 10851.5
38 10810.2
39 10758.3
40 10717.4
41 10676.5
42 10667.4
43 10626.2
44 10576.0
45 10552.7
46 10532.6
47 10504.3
48 10479.7
49 10468.1
