0 23452.5
1 24788.5
2 25087.9
3 25240.3
4 24833.9
5 25081.0
6 25142.7
7 25176.2
8 25288.1
9 25611.8
10 26967.9
11 26687.7
12 21898.9
13 20342.2
14 18929.1
15 17834.1
16 16391.4
17 16139.2
18 14968.8
19 14037.6
20 13499.8
21 13425.1
22 13118.2
23 12496.2
24 12447.6
25 12143.4
26 11996.9
27 11796.6
28 11713.7
29 11602.0
30 11509.9
31 11293.6
32 11231.9
33 11168.6
34 11064.1
35 11013.8
36 11015.9
37 10917.5
38 10833.9
39 10800.4
40 10738.3
41 10708.5
42 10657.9
43 10629.3
44 10608.1
45 10565.5
46 10549.2
47 10525.4
48 10489.6
49 10456.8
