50 10487.3
49 10490.4
48 10487.0
47 10494.1
46 10493.9
45 10494.8
44 10495.0
43 10495.0
42 10497.9
41 10497.2
40 10495.7
39 10498.1
38 10513.1
37 10540.6
36 10557.1
35 10585.8
34 10615.1
33 10637.5
32 10677.6
31 10704.5
30 10734.8
29 10776.2
28 10796.0
27 10852.9
26 10891.1
25 10943.4
24 11001.1
23 11056.5
22 11139.3
21 11188.5
20 11275.1
19 11365.7
18 11473.2
17 11608.5
16 11701.2
15 11900.2
14 12010.3
13 12209.3
12 12443.9
11 12754.6
10 13071.5
9 13371.1
8 13968.4
7 14370.8
6 15108.8
5 15763.4
4 16382.3
3 18087.2
2 19402.3
1 21551.7
