0 24166.4
1 26369.7
2 26441.3
3 26555.0
4 26419.1
5 26514.1
6 27252.5
7 27225.3
8 27184.5
9 26533.5
10 26129.7
11 25159.4
12 23073.5
13 21159.6
14 19632.9
15 17363.7
16 15840.7
17 15059.5
18 14549.3
19 13847.2
20 13466.6
21 13179.4
22 12916.4
23 12404.5
24 12242.3
25 12047.0
26 11817.6
27 11746.3
28 11650.3
29 11472.1
30 11363.5
31 11299.1
32 11194.7
33 11124.6
34 11042.6
35 10997.6
36 10937.2
37 10863.7
38 10821.1
39 10769.8
40 10736.5
41 10692.8
42 10676.6
43 10636.1
44 10593.5
45 10567.0
46 10545.7
47 10521.3
48 10492.4
49 10485.8
